dialogue,true_label,reft_response,baseline_response,cosine_similarity,bert_precision,bert_recall,bert_f1,reft_mean_score,reft_individual_scores,reft_agreement
"Person1: According to my sources, the world will end on February 14, in the year 2016.
Person2: Valentine's Day.  That's got to be a bummer. Where did you get that date, Elaine?
Person1: I received this information from an alien.  I was at the Paramus Holiday Inn, I was having a drink in the bar when he approached me and started talking.  Then he must have used some sort of ray or a mind control device because he made me follow him to his room and that's where he told me about the end of the world.
Person2: Your alien had a room in the Holiday Inn?
Person1: It may have been a room on the spacecraft made up to look like a room in the Holiday Inn.  I can't be sure, Peter.
Person2: No, you can't, and I think that's the whole problem with aliens; you just can't trust them. You may get some nice ones occasionally like Starman or E.T., but most of them turn out to be some kind of lizard.  Anyway, we're just about out of time.  Next week on 'World of the Psychic,' hairless pets.  Until then, this is Peter Venkman saying ...  ... Good night.",1,"You are Person1 in the following dialogue. Generate a natural response as Person1.  
  
Dialogue:  
Person1: According to my sources, the world will end on February 14, in the year",I'd be happy to help you with this.,0.08733853697776794,0.8054984211921692,0.8311872482299805,0.8181412816047668,4.5,"[4, 5]",1
"Person1: Can I come out?  No.
Person2: I have to talk to you, alone, J.J., that's why.
Person1: You had something to do for me - you didn't do it.
Person2: Can I come in for a minute?
Person1: No.  You're dead, son - get yourself buried!",1,"You are Person3 in the following dialogue. Generate a natural response as Person3.  
  
Dialogue:  
Person1: I'm not going to do it.",I'd be happy to help you with this.,0.1874247044324875,0.8116530179977417,0.8418958187103271,0.8264978528022766,4.5,"[4, 5]",1
"Person1: Take me down there.
Person2: It won't do any good. They are a pair of would-be mur- deresses fighting it out.
Person1: Man, you're crazy. What kind of a place is this?
Person2: Oh, I'm crazy, am I? Let me tell you something.  Those women have--the gleam--
Person1: Come on, we're wasting time.",1,"You are Person3 in the following dialogue. Generate a natural response as Person3.  
  
Dialogue:  
Person1: Take me down there.",I'd be happy to help you with this.,0.13595321774482727,0.8088529109954834,0.8337640762329102,0.8211196064949036,4.5,"[4, 5]",1
"Person1: Doctor, we're still conducting an investigation into the attack. Once we've completed our work, we'll be happy to allow you and your fellow scientists back aboard the observatory. Until then-
Person2: The timing is very important on my experiment- if it is not completed within the next twelve hours, years of research will be lost.
Person1: We're doing the best we can. Now if you'll excuse me...",0,"You are Person1 in the following dialogue. Generate a natural response as Person1.  
  
Dialogue:  
Person1: Doctor, we're still conducting an investigation into the attack.",I'd be happy to help you with this.,0.12849438190460205,0.8112643361091614,0.8412805795669556,0.8259998559951782,4.5,"[4, 5]",1
"Person1: What the hell are you doing, you crazy some bitches --
Person2: We're gonna talk.",0,"You are Person1 in the following dialogue. Generate a natural response as Person1.  
  
Dialogue:  
Person1: What the hell are you doing, you crazy some bitches --
Person2:",I'd be happy to help you with this.,0.08632500469684601,0.7949202060699463,0.8369553685188293,0.8153963685035706,4.0,"[3, 5]",2
"Person1: I...
Person2: Get Mitch Cohn on the phone in New York, tell him she's breaking her contract and we're very up...
Person1: I...
Person2: We're very upset with her.  Get someone to double for her, her tits, the tits scene, call L.A.  I want to see some pictures of the women's tits.  Of their tits.
Person1: I'm very sorry I...
Person2: You're very sorry, you passive aggressive, son-of-a-bitch...can we replace him?",1,"You are Person1 in the following dialogue. Generate a natural response as Person1.  
  
Dialogue:  
Person1: I.",I'd be happy to help you with this.,0.1462990939617157,0.8071392774581909,0.8315843939781189,0.8191795945167542,4.0,"[3, 5]",2
"Person1: You know what I mean? Like the tip o'your nose, and if I stroke your teeth or your kneecaps... you get excited.
Person2: Come on.  Yeah. You know what? You know, I like you, I really mean it. I really do like you.
Person1: You- Do you love me?
Person2: Do I love you?
Person1: That's the key question.
Person2: Yeah.
Person1: I know you've only known me a short while.
Person2: Well, I certainly... I think that's very- Yeah, yeah...  yeah. Do you love me?
Person1: I-uh, love is, uh, is too weak a word for what...
Person2: Yeah.
Person1: I love you.  You know I lo-ove you, I-I love you.  I-I have to invent- Of course I love you.
Person2: Yeah.
Person1: Don't you think I do?
Person2: I dunno.",1,"You are Person1 in the following dialogue. Generate a natural response as Person1.  
  
Dialogue:  
Person1: You know what I mean? Like the tip o'your nose, and if I stroke your",I'd be happy to help you with this.,0.07313615083694458,0.7894523739814758,0.8274379968643188,0.8079990148544312,4.5,"[4, 5]",1
"Person1: Listen to me.  You have to consider the possibility that God doesn't like you, he never wanted you.  In all probability, He hates you.  This is not the worst thing that can happen...
Person2: It isn't... ?
Person1: We don't need him...
Person2: We don't... ?",1,"You are Person1 in the following dialogue. Generate a natural response as Person1.  
  
Dialogue:  
Person1: Listen to me.",I'd be happy to help you with this.,0.12344621866941452,0.806970477104187,0.8350801467895508,0.8207847476005554,4.5,"[4, 5]",1
"Person1: It's just an innocent question.  Besides I just wanted to clarify your intentions.
Person2: Whaddya mean?
Person1: Well I just wanted to make sure you know, fully and completely, that you're never gonna get any from me, at least in this lifetime.",0,You are Person4 in the following dialogue. Generate a natural response,I'd be happy to help you with this.,0.22361457347869873,0.8598287105560303,0.8477232456207275,0.8537330627441406,4.5,"[4, 5]",1
"Person1: I can't believe you went through my phone without asking!
Person2: I was just looking for the restaurant's number. It's not a big deal.
Person1: It's about privacy, Sophie.
Person2: You are overreacting. I had no bad intentions.
Person1: It's still a boundary, and I need you to respect it.",1,"You are Person3 in the following dialogue. Generate a natural response as Person3.  
  
Dialogue:  
Person1: I'm sorry if I was too pushy.",I'd be happy to help you with this.,0.16798286139965057,0.8069556951522827,0.8369433283805847,0.8216760158538818,4.5,"[4, 5]",1
"Person1: He can never know you as I know you... He can never touch you as I touch you.
Person2: This isn't real.
Person1: Can you feel my hands... are they real? Can you feel my lips, my loins?",1,"You are Person3 in the following dialogue. Generate a natural response as Person3.  
  
Dialogue:  
Person1: I'm not real.",I'd be happy to help you with this.,0.09818010777235031,0.8094408512115479,0.8316702246665955,0.8204049468040466,4.0,"[3, 5]",2
"Person1: I'm in, too.
Person2: Cleo!
Person1: Kansas is right.  We're like sisters -- we're closer than sisters.  And you don't turn your back on family.",0,"You are Person3 in the following dialogue. Generate a natural response as Person3.  
  
Dialogue:  
Person1: I'm in, too.",I'd be happy to help you with this.,0.17279843986034393,0.8132577538490295,0.8364992141723633,0.8247147798538208,4.5,"[4, 5]",1
"Person1: Do you mind if I smoke, Mr. Garrison?
Person2: How could I?  Dave, as you know, President Kennedy was assassinated on Friday.  A man named Lee Harvey Oswald was arrested as a suspect and then was murdered yesterday by a man named Jack Ruby.  We've heard reports that Oswald spent the summer in New Orleans and we've been advised you knew Oswald pretty well.
Person1: That's not true.  I never met anybody named Oswald.  Anybody who told you that has to be crazy.
Person2: But you are aware, he served in your Civil Air Patrol unit when he was a teenager.
Person1: No... if he did, I don't remember him.  There were lots of kids in and out... y'know.
Person2: I'm sure you've seen this.  Perhaps you knew this man under another name?
Person1: No, I never saw him before in my life.
Person2: Well that must've been mistaken information we got.  Thanks for straightening it out for us.  There is one other matter that's come up, Dave.  We were told you took a trip to Texas shortly after the assassination of Friday.
Person1: Yeah, now that's true.  I drove to Houston.
Person2: What was so appealing about Houston?
Person1: I hadn't been there ice skating in many years, and I had a couple of young friends with me, and we decided we wanted to go ice skating.
Person2: Dave, may I ask why the urge to go ice skating in Texas happened to strike you during one of the most violent thunderstorms in recent memory?
Person1: Oh, it was just a spur of the moment thing...  the storm wasn't that bad.
Person2: I see.  And where did you drive?
Person1: We went straight to Houston, and then Saturday night we drove to Galveston and stayed over there.
Person2: Why Galveston?
Person1: No particular reason.  Just to go somewhere.
Person2: And then Sunday?
Person1: In the morning we went goose hunting. Then headed home, but I dropped the boys off to see some relatives and I stayed in Hammond.
Person2: Did you bag any geese on this trip?
Person1: I believe the boys got a couple.
Person2: But the boys told us they didn't get any.
Person1: Oh yes, well, come to think of it, they're right.  We got to where the geese were and there were thousands of them.  But you couldn't approach them.  They were a wise bunch of birds.
Person2: Your young friends also told us you had no weapons in the car.  Dave, isn't it a bit difficult to hunt for geese without a shotgun?
Person1: Yes, now I remember, Mr. Garrison. I'm sorry, I got confused.  We got out there near the geese and it was only then we realized we'd forgotten our shotguns.  Stupid, right?  So of course we didn't get any geese.
Person2: I see.  Dave thank you for your time.  I'm sorry it has to end inconveniently for you, but I'm going to have you detained for further questioning by the FBI.
Person1: Why?  What's wrong?
Person2: Dave, I find your story simply not believable.",1,"You are Person1 in the following dialogue. Generate a natural response as Person1.  
  
Dialogue:  
Person1: Do you mind if I smoke, Mr.",I'd be happy to help you with this.,0.08666208386421204,0.797444224357605,0.8278356790542603,0.8123558163642883,4.5,"[4, 5]",1
